dose,table,lang,target,lineage,slope,n_prompts,match_framed
lift,contextual,en,sexual_slot_en_v2:body_distance,openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,0.28218232127852877,162,1
lift,contextual,en,sexual_slot_en_v2:body_distance,stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-1_6b-chat,0.07670038192871866,161,1
lift,contextual,en,sexual_slot_en_v2:body_distance,team-hatakeyama-phase2/Tanuki-8B-base-v1.0>weblab-GENIAC/Tanuki-8B-dpo-v1.0,0.0300768609471362,161,1
lift,contextual,en,sexual_slot_en_v2:body_distance,tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,-0.02733866375162665,163,1
lift,contextual,en,sexual_slot_en_v2:body_distance,tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,-0.019083324919226465,164,1
lift,contextual,en,sexual_slot_en_v2:body_distance,tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,-0.05406248686886814,162,1
lift,contextual,en,sexual_slot_en_v2:body_distance,tiiuae/falcon-7b>tiiuae/falcon-7b-instruct,-0.052434792841108815,161,1
lift,contextual,en,sexual_slot_en_v2:body_distance,tiiuae/falcon-mamba-7b>tiiuae/falcon-mamba-7b-instruct,-0.02598954282986082,164,1
lift,contextual,en,sexual_slot_en_v2:body_distance,togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,-0.0834610193546417,162,1
lift,contextual,en,sexual_slot_en_v2:body_distance,zai-org/glm-4-9b-hf>zai-org/glm-4-9b-chat-hf,0.0423274963953484,162,1
lift,contextual,en,sexual_slot_en_v2:charge,01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,-0.004543029760545503,165,1
lift,contextual,en,sexual_slot_en_v2:charge,BAAI/Aquila2-7B>BAAI/AquilaChat2-7B,-0.04883000975662036,159,1
lift,contextual,en,sexual_slot_en_v2:charge,BSC-LT/salamandra-7b>BSC-LT/salamandra-7b-instruct,-0.09739589160059943,159,1
lift,contextual,en,sexual_slot_en_v2:charge,EleutherAI/pythia-2.8b>ContextualAI/archangel_sft-dpo_pythia2-8b,0.015148820765110416,162,1
lift,contextual,en,sexual_slot_en_v2:charge,EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,-0.02240685072515202,160,1
lift,contextual,en,sexual_slot_en_v2:charge,HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,-0.04449488132588675,160,1
lift,contextual,en,sexual_slot_en_v2:charge,LLM360/Amber>LLM360/AmberSafe,-0.31799232988321696,163,1
lift,contextual,en,sexual_slot_en_v2:charge,OpenLLM-France/Lucie-7B>OpenLLM-France/Lucie-7B-Instruct-v1.1,-0.23182617019192442,163,1
lift,contextual,en,sexual_slot_en_v2:charge,Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,-0.02085555559879904,159,1
lift,contextual,en,sexual_slot_en_v2:charge,Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,0.008416972636482072,163,1
lift,contextual,en,sexual_slot_en_v2:charge,Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,-0.08176442295375198,157,1
lift,contextual,en,sexual_slot_en_v2:charge,RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,0.019364400384963138,161,1
lift,contextual,en,sexual_slot_en_v2:charge,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.03284336866020961,163,1
lift,contextual,en,sexual_slot_en_v2:charge,Zyphra/Zamba2-7B>Zyphra/Zamba2-7B-Instruct,0.009539195097015816,162,1
lift,contextual,en,sexual_slot_en_v2:charge,allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,-0.10791340192847432,164,1
lift,contextual,en,sexual_slot_en_v2:charge,allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,-0.19134915056829463,167,1
lift,contextual,en,sexual_slot_en_v2:charge,allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Instruct,-0.12040227492042696,164,1
lift,contextual,en,sexual_slot_en_v2:charge,allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,0.017878526974638754,165,1
lift,contextual,en,sexual_slot_en_v2:charge,allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,-0.03369288375154738,165,1
lift,contextual,en,sexual_slot_en_v2:charge,baichuan-inc/Baichuan2-7B-Base>baichuan-inc/Baichuan2-7B-Chat,-0.08472200765466938,162,1
lift,contextual,en,sexual_slot_en_v2:charge,croissantllm/CroissantLLMBase>croissantllm/CroissantLLMChat-v0.1,-0.013220408621763964,160,1
lift,contextual,en,sexual_slot_en_v2:charge,deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,-0.01918572191868176,162,1
lift,contextual,en,sexual_slot_en_v2:charge,gl198976/mpt-7b>gl198976/mpt-7b-instruct,0.053805057247699135,161,1
lift,contextual,en,sexual_slot_en_v2:charge,google/gemma-2-9b>google/gemma-2-9b-it,-0.12878997701630046,163,1
lift,contextual,en,sexual_slot_en_v2:charge,google/recurrentgemma-9b>google/recurrentgemma-9b-it,0.0376223866426937,163,1
lift,contextual,en,sexual_slot_en_v2:charge,huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,-0.02694096050221879,163,1
lift,contextual,en,sexual_slot_en_v2:charge,ibm-granite/granite-3.0-8b-base>ibm-granite/granite-3.0-8b-instruct,-0.10185019206773244,163,1
lift,contextual,en,sexual_slot_en_v2:charge,inceptionai/jais-family-6p7b>inceptionai/jais-family-6p7b-chat,-0.1642101612211729,164,1
lift,contextual,en,sexual_slot_en_v2:charge,internlm/internlm2-base-7b>internlm/internlm2-chat-7b,0.0449999204248607,161,1
lift,contextual,en,sexual_slot_en_v2:charge,kakaocorp/kanana-1.5-8b-base>kakaocorp/kanana-1.5-8b-instruct-2505,-0.16428270207093026,161,1
lift,contextual,en,sexual_slot_en_v2:charge,kakaocorp/kanana-2-3b-base>kakaocorp/kanana-2-3b-instruct,-0.19475902498851907,162,1
lift,contextual,en,sexual_slot_en_v2:charge,llm-jp/llm-jp-3-7.2b>llm-jp/llm-jp-3-7.2b-instruct3,-0.029436528148823086,165,1
lift,contextual,en,sexual_slot_en_v2:charge,m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,-0.05253319290017101,162,1
lift,contextual,en,sexual_slot_en_v2:charge,mistralai/Mistral-7B-v0.1>mistralai/Mistral-7B-Instruct-v0.1,-0.1238852724874335,162,1
lift,contextual,en,sexual_slot_en_v2:charge,openGPT-X/Teuken-7B-base-v0.6>openGPT-X/Teuken-7B-instruct-v0.6,-0.04869008830660315,164,1
lift,contextual,en,sexual_slot_en_v2:charge,openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,-0.24904134517369936,162,1
lift,contextual,en,sexual_slot_en_v2:charge,stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-1_6b-chat,-0.2234026737227899,161,1
lift,contextual,en,sexual_slot_en_v2:charge,team-hatakeyama-phase2/Tanuki-8B-base-v1.0>weblab-GENIAC/Tanuki-8B-dpo-v1.0,-0.015724049341337004,161,1
lift,contextual,en,sexual_slot_en_v2:charge,tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,0.008164926608069497,163,1
lift,contextual,en,sexual_slot_en_v2:charge,tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,-0.018882311507064074,164,1
lift,contextual,en,sexual_slot_en_v2:charge,tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,0.024482618347190375,162,1
lift,contextual,en,sexual_slot_en_v2:charge,tiiuae/falcon-7b>tiiuae/falcon-7b-instruct,0.010684990570877486,161,1
lift,contextual,en,sexual_slot_en_v2:charge,tiiuae/falcon-mamba-7b>tiiuae/falcon-mamba-7b-instruct,-0.017524191056843084,164,1
lift,contextual,en,sexual_slot_en_v2:charge,togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,0.07013305749788509,162,1
lift,contextual,en,sexual_slot_en_v2:charge,zai-org/glm-4-9b-hf>zai-org/glm-4-9b-chat-hf,-0.010099064132621897,162,1
lift,contextual,en,sexual_slot_en_v2:euphemism,01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,0.01953163103112018,165,1
lift,contextual,en,sexual_slot_en_v2:euphemism,BAAI/Aquila2-7B>BAAI/AquilaChat2-7B,0.020359350699964057,159,1
lift,contextual,en,sexual_slot_en_v2:euphemism,BSC-LT/salamandra-7b>BSC-LT/salamandra-7b-instruct,0.05046645028203207,159,1
lift,contextual,en,sexual_slot_en_v2:euphemism,EleutherAI/pythia-2.8b>ContextualAI/archangel_sft-dpo_pythia2-8b,-0.00984738239889815,162,1
lift,contextual,en,sexual_slot_en_v2:euphemism,EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,0.002891880138764039,160,1
lift,contextual,en,sexual_slot_en_v2:euphemism,HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,0.0040588047920955056,160,1
lift,contextual,en,sexual_slot_en_v2:euphemism,LLM360/Amber>LLM360/AmberSafe,0.05999339439379004,163,1
lift,contextual,en,sexual_slot_en_v2:euphemism,OpenLLM-France/Lucie-7B>OpenLLM-France/Lucie-7B-Instruct-v1.1,0.08579969985810426,163,1
lift,contextual,en,sexual_slot_en_v2:euphemism,Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,0.015424847043915,159,1
lift,contextual,en,sexual_slot_en_v2:euphemism,Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,0.04459679495999144,163,1
lift,contextual,en,sexual_slot_en_v2:euphemism,Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,0.11583823429701219,157,1
lift,contextual,en,sexual_slot_en_v2:euphemism,RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,-0.014802219299186988,161,1
lift,contextual,en,sexual_slot_en_v2:euphemism,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.021287274866191617,163,1
lift,contextual,en,sexual_slot_en_v2:euphemism,Zyphra/Zamba2-7B>Zyphra/Zamba2-7B-Instruct,-0.013672477630380203,162,1
lift,contextual,en,sexual_slot_en_v2:euphemism,allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,0.08192453767636966,164,1
lift,contextual,en,sexual_slot_en_v2:euphemism,allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,0.08094560531629387,167,1
lift,contextual,en,sexual_slot_en_v2:euphemism,allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Instruct,0.12782499205478884,164,1
lift,contextual,en,sexual_slot_en_v2:euphemism,allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,0.025825540195475772,165,1
lift,contextual,en,sexual_slot_en_v2:euphemism,allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,0.043421144050085826,165,1
lift,contextual,en,sexual_slot_en_v2:euphemism,baichuan-inc/Baichuan2-7B-Base>baichuan-inc/Baichuan2-7B-Chat,-0.0035399363225611185,162,1
lift,contextual,en,sexual_slot_en_v2:euphemism,croissantllm/CroissantLLMBase>croissantllm/CroissantLLMChat-v0.1,-0.01348566654326648,160,1
lift,contextual,en,sexual_slot_en_v2:euphemism,deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,0.012674190864887254,162,1
lift,contextual,en,sexual_slot_en_v2:euphemism,gl198976/mpt-7b>gl198976/mpt-7b-instruct,0.002257532799509074,161,1
lift,contextual,en,sexual_slot_en_v2:euphemism,google/gemma-2-9b>google/gemma-2-9b-it,0.05273025834934343,163,1
lift,contextual,en,sexual_slot_en_v2:euphemism,google/recurrentgemma-9b>google/recurrentgemma-9b-it,-0.003721839902919663,163,1
lift,contextual,en,sexual_slot_en_v2:euphemism,huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,0.016089571631689722,163,1
lift,contextual,en,sexual_slot_en_v2:euphemism,ibm-granite/granite-3.0-8b-base>ibm-granite/granite-3.0-8b-instruct,0.02570376611320393,163,1
lift,contextual,en,sexual_slot_en_v2:euphemism,inceptionai/jais-family-6p7b>inceptionai/jais-family-6p7b-chat,0.012853199557109224,164,1
lift,contextual,en,sexual_slot_en_v2:euphemism,internlm/internlm2-base-7b>internlm/internlm2-chat-7b,0.012017748192851426,161,1
lift,contextual,en,sexual_slot_en_v2:euphemism,kakaocorp/kanana-1.5-8b-base>kakaocorp/kanana-1.5-8b-instruct-2505,0.04276058199834894,161,1
lift,contextual,en,sexual_slot_en_v2:euphemism,kakaocorp/kanana-2-3b-base>kakaocorp/kanana-2-3b-instruct,0.032635882310186305,162,1
lift,contextual,en,sexual_slot_en_v2:euphemism,llm-jp/llm-jp-3-7.2b>llm-jp/llm-jp-3-7.2b-instruct3,-0.007399723789554146,165,1
lift,contextual,en,sexual_slot_en_v2:euphemism,m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,0.039017339330837085,162,1
lift,contextual,en,sexual_slot_en_v2:euphemism,mistralai/Mistral-7B-v0.1>mistralai/Mistral-7B-Instruct-v0.1,0.10375830019497674,162,1
lift,contextual,en,sexual_slot_en_v2:euphemism,openGPT-X/Teuken-7B-base-v0.6>openGPT-X/Teuken-7B-instruct-v0.6,0.035553919660305466,164,1
lift,contextual,en,sexual_slot_en_v2:euphemism,openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,0.057128926025466535,162,1
lift,contextual,en,sexual_slot_en_v2:euphemism,stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-1_6b-chat,0.09276592645752058,161,1
lift,contextual,en,sexual_slot_en_v2:euphemism,team-hatakeyama-phase2/Tanuki-8B-base-v1.0>weblab-GENIAC/Tanuki-8B-dpo-v1.0,0.008505820464749994,161,1
lift,contextual,en,sexual_slot_en_v2:euphemism,tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,0.022848834598584816,163,1
lift,contextual,en,sexual_slot_en_v2:euphemism,tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,0.037562096355469844,164,1
lift,contextual,en,sexual_slot_en_v2:euphemism,tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,0.03634959758519439,162,1
lift,contextual,en,sexual_slot_en_v2:euphemism,tiiuae/falcon-7b>tiiuae/falcon-7b-instruct,-0.05024310309622242,161,1
lift,contextual,en,sexual_slot_en_v2:euphemism,tiiuae/falcon-mamba-7b>tiiuae/falcon-mamba-7b-instruct,0.017331039603578836,164,1
lift,contextual,en,sexual_slot_en_v2:euphemism,togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,0.06324499887731386,162,1
lift,contextual,en,sexual_slot_en_v2:euphemism,zai-org/glm-4-9b-hf>zai-org/glm-4-9b-chat-hf,0.045826745015664465,162,1
lift,contextual,en,sexual_slot_en_v2:explicitness,01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,-0.01809596985850507,165,1
lift,contextual,en,sexual_slot_en_v2:explicitness,BAAI/Aquila2-7B>BAAI/AquilaChat2-7B,-0.04165045046588311,159,1
lift,contextual,en,sexual_slot_en_v2:explicitness,BSC-LT/salamandra-7b>BSC-LT/salamandra-7b-instruct,-0.14161803229173067,159,1
lift,contextual,en,sexual_slot_en_v2:explicitness,EleutherAI/pythia-2.8b>ContextualAI/archangel_sft-dpo_pythia2-8b,0.020146710092364295,162,1
lift,contextual,en,sexual_slot_en_v2:explicitness,EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,-0.03578682419843524,160,1
lift,contextual,en,sexual_slot_en_v2:explicitness,HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,-0.0662248075634049,160,1
lift,contextual,en,sexual_slot_en_v2:explicitness,LLM360/Amber>LLM360/AmberSafe,-0.39601069718808923,163,1
lift,contextual,en,sexual_slot_en_v2:explicitness,OpenLLM-France/Lucie-7B>OpenLLM-France/Lucie-7B-Instruct-v1.1,-0.23365926274100018,163,1
lift,contextual,en,sexual_slot_en_v2:explicitness,Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,-0.016935947738115367,159,1
lift,contextual,en,sexual_slot_en_v2:explicitness,Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,-0.030688483534826883,163,1
lift,contextual,en,sexual_slot_en_v2:explicitness,Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,-0.22732360645140512,157,1
lift,contextual,en,sexual_slot_en_v2:explicitness,RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,0.020971710918127433,161,1
lift,contextual,en,sexual_slot_en_v2:explicitness,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.005172730881886772,163,1
lift,contextual,en,sexual_slot_en_v2:explicitness,Zyphra/Zamba2-7B>Zyphra/Zamba2-7B-Instruct,0.007323725287367703,162,1
lift,contextual,en,sexual_slot_en_v2:explicitness,allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,-0.18026825498600302,164,1
lift,contextual,en,sexual_slot_en_v2:explicitness,allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,-0.28279366409177664,167,1
lift,contextual,en,sexual_slot_en_v2:explicitness,allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Instruct,-0.11384892006207344,164,1
lift,contextual,en,sexual_slot_en_v2:explicitness,allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,0.05081035521906297,165,1
lift,contextual,en,sexual_slot_en_v2:explicitness,allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,-0.09279164797662438,165,1
lift,contextual,en,sexual_slot_en_v2:explicitness,baichuan-inc/Baichuan2-7B-Base>baichuan-inc/Baichuan2-7B-Chat,-0.1089776043606056,162,1
lift,contextual,en,sexual_slot_en_v2:explicitness,croissantllm/CroissantLLMBase>croissantllm/CroissantLLMChat-v0.1,0.005011468089391047,160,1
lift,contextual,en,sexual_slot_en_v2:explicitness,deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,-0.028714119058099678,162,1
lift,contextual,en,sexual_slot_en_v2:explicitness,gl198976/mpt-7b>gl198976/mpt-7b-instruct,0.07467902987850822,161,1
lift,contextual,en,sexual_slot_en_v2:explicitness,google/gemma-2-9b>google/gemma-2-9b-it,-0.1832185292002804,163,1
lift,contextual,en,sexual_slot_en_v2:explicitness,google/recurrentgemma-9b>google/recurrentgemma-9b-it,0.043977943972033966,163,1
lift,contextual,en,sexual_slot_en_v2:explicitness,huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,-0.04572180887843732,163,1
lift,contextual,en,sexual_slot_en_v2:explicitness,ibm-granite/granite-3.0-8b-base>ibm-granite/granite-3.0-8b-instruct,-0.14989052730052937,163,1
lift,contextual,en,sexual_slot_en_v2:explicitness,inceptionai/jais-family-6p7b>inceptionai/jais-family-6p7b-chat,-0.2606864122596093,164,1
lift,contextual,en,sexual_slot_en_v2:explicitness,internlm/internlm2-base-7b>internlm/internlm2-chat-7b,0.03568949247974235,161,1
lift,contextual,en,sexual_slot_en_v2:explicitness,kakaocorp/kanana-1.5-8b-base>kakaocorp/kanana-1.5-8b-instruct-2505,-0.28023650900564695,161,1
lift,contextual,en,sexual_slot_en_v2:explicitness,kakaocorp/kanana-2-3b-base>kakaocorp/kanana-2-3b-instruct,-0.22327233239668218,162,1
lift,contextual,en,sexual_slot_en_v2:explicitness,llm-jp/llm-jp-3-7.2b>llm-jp/llm-jp-3-7.2b-instruct3,-0.03451928250372383,165,1
lift,contextual,en,sexual_slot_en_v2:explicitness,m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,-0.08707422328041191,162,1
lift,contextual,en,sexual_slot_en_v2:explicitness,mistralai/Mistral-7B-v0.1>mistralai/Mistral-7B-Instruct-v0.1,-0.23063169337902514,162,1
lift,contextual,en,sexual_slot_en_v2:explicitness,openGPT-X/Teuken-7B-base-v0.6>openGPT-X/Teuken-7B-instruct-v0.6,-0.010507018850831797,164,1
lift,contextual,en,sexual_slot_en_v2:explicitness,openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,-0.32805765364062583,162,1
lift,contextual,en,sexual_slot_en_v2:explicitness,stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-1_6b-chat,-0.3018937091964039,161,1
lift,contextual,en,sexual_slot_en_v2:explicitness,team-hatakeyama-phase2/Tanuki-8B-base-v1.0>weblab-GENIAC/Tanuki-8B-dpo-v1.0,-0.013864274967637156,161,1
lift,contextual,en,sexual_slot_en_v2:explicitness,tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,-0.020756391696933402,163,1
lift,contextual,en,sexual_slot_en_v2:explicitness,tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,-0.03399897902765236,164,1
lift,contextual,en,sexual_slot_en_v2:explicitness,tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,0.02593024455063202,162,1
lift,contextual,en,sexual_slot_en_v2:explicitness,tiiuae/falcon-7b>tiiuae/falcon-7b-instruct,0.022698692587699847,161,1
lift,contextual,en,sexual_slot_en_v2:explicitness,tiiuae/falcon-mamba-7b>tiiuae/falcon-mamba-7b-instruct,-0.026134918574351882,164,1
lift,contextual,en,sexual_slot_en_v2:explicitness,togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,0.10049742449852607,162,1
