dose,table,lang,target,lineage,slope,n_prompts,match_framed
lift,contextual,en,sexual_slot_en_v2:body_distance,allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,-0.0091012973463884,112,0
lift,contextual,en,sexual_slot_en_v2:body_distance,baichuan-inc/Baichuan2-7B-Base>baichuan-inc/Baichuan2-7B-Chat,0.02058094618657025,115,0
lift,contextual,en,sexual_slot_en_v2:body_distance,bigscience/bloom-7b1>bigscience/bloomz-7b1,0.049676412334564504,114,0
lift,contextual,en,sexual_slot_en_v2:body_distance,croissantllm/CroissantLLMBase>croissantllm/CroissantLLMChat-v0.1,-0.021297716992847854,110,0
lift,contextual,en,sexual_slot_en_v2:body_distance,deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,0.022062553131764293,116,0
lift,contextual,en,sexual_slot_en_v2:body_distance,gl198976/mpt-7b>gl198976/mpt-7b-instruct,-0.013470783509325016,114,0
lift,contextual,en,sexual_slot_en_v2:body_distance,google/gemma-2-9b>google/gemma-2-9b-it,0.06325227762014729,116,0
lift,contextual,en,sexual_slot_en_v2:body_distance,google/recurrentgemma-9b>google/recurrentgemma-9b-it,0.015338044363137597,112,0
lift,contextual,en,sexual_slot_en_v2:body_distance,huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,-0.08666689754807057,111,0
lift,contextual,en,sexual_slot_en_v2:body_distance,ibm-granite/granite-3.0-8b-base>ibm-granite/granite-3.0-8b-instruct,0.0362782182520538,115,0
lift,contextual,en,sexual_slot_en_v2:body_distance,inceptionai/jais-family-6p7b>inceptionai/jais-family-6p7b-chat,-0.020342301937082443,110,0
lift,contextual,en,sexual_slot_en_v2:body_distance,internlm/internlm2-base-7b>internlm/internlm2-chat-7b,-0.015965947874378,113,0
lift,contextual,en,sexual_slot_en_v2:body_distance,kakaocorp/kanana-1.5-8b-base>kakaocorp/kanana-1.5-8b-instruct-2505,0.19729306818963982,45,0
lift,contextual,en,sexual_slot_en_v2:body_distance,kakaocorp/kanana-2-3b-base>kakaocorp/kanana-2-3b-instruct,0.15761111973635933,109,0
lift,contextual,en,sexual_slot_en_v2:body_distance,llm-jp/llm-jp-3-7.2b>llm-jp/llm-jp-3-7.2b-instruct3,-0.14834260179135889,111,0
lift,contextual,en,sexual_slot_en_v2:body_distance,m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,-0.16219068633747474,112,0
lift,contextual,en,sexual_slot_en_v2:body_distance,m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,-0.10255233574027309,114,0
lift,contextual,en,sexual_slot_en_v2:body_distance,meta-llama/Llama-3.1-70B>meta-llama/Llama-3.1-70B-Instruct,0.04302238581733386,113,0
lift,contextual,en,sexual_slot_en_v2:body_distance,meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,0.03292262863622883,117,0
lift,contextual,en,sexual_slot_en_v2:body_distance,mistralai/Mistral-7B-v0.1>mistralai/Mistral-7B-Instruct-v0.1,0.11664017122596995,112,0
lift,contextual,en,sexual_slot_en_v2:body_distance,openGPT-X/Teuken-7B-base-v0.6>openGPT-X/Teuken-7B-instruct-v0.6,-0.01996513541778015,114,0
lift,contextual,en,sexual_slot_en_v2:body_distance,openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,0.28818519464174625,108,0
lift,contextual,en,sexual_slot_en_v2:body_distance,stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-1_6b-chat,0.07594802245622702,114,0
lift,contextual,en,sexual_slot_en_v2:body_distance,team-hatakeyama-phase2/Tanuki-8B-base-v1.0>weblab-GENIAC/Tanuki-8B-dpo-v1.0,0.04430315584936091,116,0
lift,contextual,en,sexual_slot_en_v2:body_distance,tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,-0.04659914457912336,114,0
lift,contextual,en,sexual_slot_en_v2:body_distance,tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,-0.04003861845426685,117,0
lift,contextual,en,sexual_slot_en_v2:body_distance,tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,-0.07042043584930896,113,0
lift,contextual,en,sexual_slot_en_v2:body_distance,tiiuae/falcon-7b>tiiuae/falcon-7b-instruct,-0.05545529858092956,110,0
lift,contextual,en,sexual_slot_en_v2:body_distance,tiiuae/falcon-mamba-7b>tiiuae/falcon-mamba-7b-instruct,-0.03616112309406179,117,0
lift,contextual,en,sexual_slot_en_v2:body_distance,togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,-0.10267387987248518,101,0
lift,contextual,en,sexual_slot_en_v2:body_distance,zai-org/glm-4-9b-hf>zai-org/glm-4-9b-chat-hf,0.034146365724008663,111,0
lift,contextual,en,sexual_slot_en_v2:charge,01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,0.0013212051592983553,115,0
lift,contextual,en,sexual_slot_en_v2:charge,BAAI/Aquila2-7B>BAAI/AquilaChat2-7B,-0.11245811261941398,110,0
lift,contextual,en,sexual_slot_en_v2:charge,BSC-LT/salamandra-7b>BSC-LT/salamandra-7b-instruct,-0.11560644580722015,114,0
lift,contextual,en,sexual_slot_en_v2:charge,EleutherAI/pythia-2.8b>ContextualAI/archangel_sft-dpo_pythia2-8b,0.017837393194605623,115,0
lift,contextual,en,sexual_slot_en_v2:charge,EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,-0.026672915819233263,112,0
lift,contextual,en,sexual_slot_en_v2:charge,HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,-0.050812655955619596,110,0
lift,contextual,en,sexual_slot_en_v2:charge,HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,-0.05752058006256287,115,0
lift,contextual,en,sexual_slot_en_v2:charge,LLM360/Amber>LLM360/AmberSafe,-0.3834183894815197,109,0
lift,contextual,en,sexual_slot_en_v2:charge,OpenLLM-France/Lucie-7B>OpenLLM-France/Lucie-7B-Instruct-v1.1,-0.28446693541042706,106,0
lift,contextual,en,sexual_slot_en_v2:charge,Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,-0.024940413748189037,108,0
lift,contextual,en,sexual_slot_en_v2:charge,Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,0.002922416995128569,115,0
lift,contextual,en,sexual_slot_en_v2:charge,Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,-0.10608716698148274,110,0
lift,contextual,en,sexual_slot_en_v2:charge,RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,0.022092812667414703,113,0
lift,contextual,en,sexual_slot_en_v2:charge,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.02189482382321493,113,0
lift,contextual,en,sexual_slot_en_v2:charge,Zyphra/Zamba2-7B>Zyphra/Zamba2-7B-Instruct,0.0036628558346024236,117,0
lift,contextual,en,sexual_slot_en_v2:charge,allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,-0.14945738664627062,113,0
lift,contextual,en,sexual_slot_en_v2:charge,allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,-0.216015813504711,120,0
lift,contextual,en,sexual_slot_en_v2:charge,allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Instruct,-0.16669076464753976,110,0
lift,contextual,en,sexual_slot_en_v2:charge,allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,0.016567481384712264,111,0
lift,contextual,en,sexual_slot_en_v2:charge,allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,-0.06526415266878212,112,0
lift,contextual,en,sexual_slot_en_v2:charge,baichuan-inc/Baichuan2-7B-Base>baichuan-inc/Baichuan2-7B-Chat,-0.06716473359530703,115,0
lift,contextual,en,sexual_slot_en_v2:charge,bigscience/bloom-7b1>bigscience/bloomz-7b1,-0.16832069738743857,114,0
lift,contextual,en,sexual_slot_en_v2:charge,croissantllm/CroissantLLMBase>croissantllm/CroissantLLMChat-v0.1,-0.014013855033701526,110,0
lift,contextual,en,sexual_slot_en_v2:charge,deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,-0.024939011253577403,116,0
lift,contextual,en,sexual_slot_en_v2:charge,gl198976/mpt-7b>gl198976/mpt-7b-instruct,0.05463008412689628,114,0
lift,contextual,en,sexual_slot_en_v2:charge,google/gemma-2-9b>google/gemma-2-9b-it,-0.24124080677866017,116,0
lift,contextual,en,sexual_slot_en_v2:charge,google/recurrentgemma-9b>google/recurrentgemma-9b-it,-0.004025475219952577,112,0
lift,contextual,en,sexual_slot_en_v2:charge,huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,-0.022957195479529024,111,0
lift,contextual,en,sexual_slot_en_v2:charge,ibm-granite/granite-3.0-8b-base>ibm-granite/granite-3.0-8b-instruct,-0.12317200227441474,115,0
lift,contextual,en,sexual_slot_en_v2:charge,inceptionai/jais-family-6p7b>inceptionai/jais-family-6p7b-chat,-0.21973505938145482,110,0
lift,contextual,en,sexual_slot_en_v2:charge,internlm/internlm2-base-7b>internlm/internlm2-chat-7b,-0.0135098265642755,113,0
lift,contextual,en,sexual_slot_en_v2:charge,kakaocorp/kanana-1.5-8b-base>kakaocorp/kanana-1.5-8b-instruct-2505,-0.17675510146873605,45,0
lift,contextual,en,sexual_slot_en_v2:charge,kakaocorp/kanana-2-3b-base>kakaocorp/kanana-2-3b-instruct,-0.2746900387248546,109,0
lift,contextual,en,sexual_slot_en_v2:charge,llm-jp/llm-jp-3-7.2b>llm-jp/llm-jp-3-7.2b-instruct3,-0.051463763092133755,111,0
lift,contextual,en,sexual_slot_en_v2:charge,m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,0.0993057672945013,112,0
lift,contextual,en,sexual_slot_en_v2:charge,m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,-0.036228563408790285,114,0
lift,contextual,en,sexual_slot_en_v2:charge,meta-llama/Llama-3.1-70B>meta-llama/Llama-3.1-70B-Instruct,-0.18940844739103574,113,0
lift,contextual,en,sexual_slot_en_v2:charge,meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,-0.2965875294552503,117,0
lift,contextual,en,sexual_slot_en_v2:charge,mistralai/Mistral-7B-v0.1>mistralai/Mistral-7B-Instruct-v0.1,-0.15880222145160972,112,0
lift,contextual,en,sexual_slot_en_v2:charge,openGPT-X/Teuken-7B-base-v0.6>openGPT-X/Teuken-7B-instruct-v0.6,-0.05568494451071087,114,0
lift,contextual,en,sexual_slot_en_v2:charge,openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,-0.26610967674126085,108,0
lift,contextual,en,sexual_slot_en_v2:charge,stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-1_6b-chat,-0.27827045076736673,114,0
lift,contextual,en,sexual_slot_en_v2:charge,team-hatakeyama-phase2/Tanuki-8B-base-v1.0>weblab-GENIAC/Tanuki-8B-dpo-v1.0,-0.01827656519772224,116,0
lift,contextual,en,sexual_slot_en_v2:charge,tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,0.0064038900932730574,114,0
lift,contextual,en,sexual_slot_en_v2:charge,tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,-0.02874037438864653,117,0
lift,contextual,en,sexual_slot_en_v2:charge,tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,0.021135000775263493,113,0
lift,contextual,en,sexual_slot_en_v2:charge,tiiuae/falcon-7b>tiiuae/falcon-7b-instruct,0.020372729817881168,110,0
lift,contextual,en,sexual_slot_en_v2:charge,tiiuae/falcon-mamba-7b>tiiuae/falcon-mamba-7b-instruct,-0.019431251011199725,117,0
lift,contextual,en,sexual_slot_en_v2:charge,togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,0.07764422597015189,101,0
lift,contextual,en,sexual_slot_en_v2:charge,zai-org/glm-4-9b-hf>zai-org/glm-4-9b-chat-hf,-0.032992411729114726,111,0
lift,contextual,en,sexual_slot_en_v2:euphemism,01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,0.02095384678870507,115,0
lift,contextual,en,sexual_slot_en_v2:euphemism,BAAI/Aquila2-7B>BAAI/AquilaChat2-7B,0.02679492788424193,110,0
lift,contextual,en,sexual_slot_en_v2:euphemism,BSC-LT/salamandra-7b>BSC-LT/salamandra-7b-instruct,0.0593075233691353,114,0
lift,contextual,en,sexual_slot_en_v2:euphemism,EleutherAI/pythia-2.8b>ContextualAI/archangel_sft-dpo_pythia2-8b,-0.011415399112060071,115,0
lift,contextual,en,sexual_slot_en_v2:euphemism,EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,0.003502224392945504,112,0
lift,contextual,en,sexual_slot_en_v2:euphemism,HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,0.006443983674247981,110,0
lift,contextual,en,sexual_slot_en_v2:euphemism,HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,0.047867184839693384,115,0
lift,contextual,en,sexual_slot_en_v2:euphemism,LLM360/Amber>LLM360/AmberSafe,0.06949396890540886,109,0
lift,contextual,en,sexual_slot_en_v2:euphemism,OpenLLM-France/Lucie-7B>OpenLLM-France/Lucie-7B-Instruct-v1.1,0.11344998937133557,106,0
lift,contextual,en,sexual_slot_en_v2:euphemism,Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,0.01887795090819048,108,0
lift,contextual,en,sexual_slot_en_v2:euphemism,Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,0.05303463908016381,115,0
lift,contextual,en,sexual_slot_en_v2:euphemism,Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,0.1460643219729477,110,0
lift,contextual,en,sexual_slot_en_v2:euphemism,RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,-0.017832645005477467,113,0
lift,contextual,en,sexual_slot_en_v2:euphemism,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.023860349261089257,113,0
lift,contextual,en,sexual_slot_en_v2:euphemism,Zyphra/Zamba2-7B>Zyphra/Zamba2-7B-Instruct,-0.015663325646065734,117,0
lift,contextual,en,sexual_slot_en_v2:euphemism,allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,0.0869159237698162,113,0
lift,contextual,en,sexual_slot_en_v2:euphemism,allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,0.10394182796471173,120,0
lift,contextual,en,sexual_slot_en_v2:euphemism,allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Instruct,0.16538875687086363,110,0
lift,contextual,en,sexual_slot_en_v2:euphemism,allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,0.031154001295999316,111,0
lift,contextual,en,sexual_slot_en_v2:euphemism,allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,0.05424960598488118,112,0
lift,contextual,en,sexual_slot_en_v2:euphemism,baichuan-inc/Baichuan2-7B-Base>baichuan-inc/Baichuan2-7B-Chat,-0.00799929132479133,115,0
lift,contextual,en,sexual_slot_en_v2:euphemism,bigscience/bloom-7b1>bigscience/bloomz-7b1,0.09586934878119767,114,0
lift,contextual,en,sexual_slot_en_v2:euphemism,croissantllm/CroissantLLMBase>croissantllm/CroissantLLMChat-v0.1,-0.01550960657978837,110,0
lift,contextual,en,sexual_slot_en_v2:euphemism,deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,0.01374903099282344,116,0
lift,contextual,en,sexual_slot_en_v2:euphemism,gl198976/mpt-7b>gl198976/mpt-7b-instruct,0.003154226479243679,114,0
lift,contextual,en,sexual_slot_en_v2:euphemism,google/gemma-2-9b>google/gemma-2-9b-it,0.07427432208491039,116,0
lift,contextual,en,sexual_slot_en_v2:euphemism,google/recurrentgemma-9b>google/recurrentgemma-9b-it,-0.007547046769843587,112,0
lift,contextual,en,sexual_slot_en_v2:euphemism,huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,0.025107331869251327,111,0
lift,contextual,en,sexual_slot_en_v2:euphemism,ibm-granite/granite-3.0-8b-base>ibm-granite/granite-3.0-8b-instruct,0.030075509956108012,115,0
lift,contextual,en,sexual_slot_en_v2:euphemism,inceptionai/jais-family-6p7b>inceptionai/jais-family-6p7b-chat,-0.009496143073425356,110,0
lift,contextual,en,sexual_slot_en_v2:euphemism,internlm/internlm2-base-7b>internlm/internlm2-chat-7b,0.016979113536777835,113,0
lift,contextual,en,sexual_slot_en_v2:euphemism,kakaocorp/kanana-1.5-8b-base>kakaocorp/kanana-1.5-8b-instruct-2505,0.06151710802727843,45,0
lift,contextual,en,sexual_slot_en_v2:euphemism,kakaocorp/kanana-2-3b-base>kakaocorp/kanana-2-3b-instruct,0.043133848111523376,109,0
lift,contextual,en,sexual_slot_en_v2:euphemism,llm-jp/llm-jp-3-7.2b>llm-jp/llm-jp-3-7.2b-instruct3,-0.007041524737505367,111,0
lift,contextual,en,sexual_slot_en_v2:euphemism,m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,0.02834851827501542,112,0
lift,contextual,en,sexual_slot_en_v2:euphemism,m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,0.03230047642524506,114,0
lift,contextual,en,sexual_slot_en_v2:euphemism,meta-llama/Llama-3.1-70B>meta-llama/Llama-3.1-70B-Instruct,0.04026948597581055,113,0
lift,contextual,en,sexual_slot_en_v2:euphemism,meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,0.04756297752265535,117,0
lift,contextual,en,sexual_slot_en_v2:euphemism,mistralai/Mistral-7B-v0.1>mistralai/Mistral-7B-Instruct-v0.1,0.12644345574453777,112,0
lift,contextual,en,sexual_slot_en_v2:euphemism,openGPT-X/Teuken-7B-base-v0.6>openGPT-X/Teuken-7B-instruct-v0.6,0.042078164703769357,114,0
lift,contextual,en,sexual_slot_en_v2:euphemism,openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,0.12881348336884277,108,0
lift,contextual,en,sexual_slot_en_v2:euphemism,stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-1_6b-chat,0.11077135749417377,114,0
lift,contextual,en,sexual_slot_en_v2:euphemism,team-hatakeyama-phase2/Tanuki-8B-base-v1.0>weblab-GENIAC/Tanuki-8B-dpo-v1.0,0.012058408709729686,116,0
lift,contextual,en,sexual_slot_en_v2:euphemism,tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,0.023466978367843703,114,0
lift,contextual,en,sexual_slot_en_v2:euphemism,tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,0.044913052825654026,117,0
lift,contextual,en,sexual_slot_en_v2:euphemism,tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,0.04120350318572045,113,0
lift,contextual,en,sexual_slot_en_v2:euphemism,tiiuae/falcon-7b>tiiuae/falcon-7b-instruct,-0.061446256764827845,110,0
lift,contextual,en,sexual_slot_en_v2:euphemism,tiiuae/falcon-mamba-7b>tiiuae/falcon-mamba-7b-instruct,0.02130107459361732,117,0
lift,contextual,en,sexual_slot_en_v2:euphemism,togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,0.07802461865896586,101,0
lift,contextual,en,sexual_slot_en_v2:euphemism,zai-org/glm-4-9b-hf>zai-org/glm-4-9b-chat-hf,0.053646805291276654,111,0
lift,contextual,en,sexual_slot_en_v2:explicitness,01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,-0.01254006570784093,115,0
lift,contextual,en,sexual_slot_en_v2:explicitness,BAAI/Aquila2-7B>BAAI/AquilaChat2-7B,-0.09360255812972645,110,0
lift,contextual,en,sexual_slot_en_v2:explicitness,BSC-LT/salamandra-7b>BSC-LT/salamandra-7b-instruct,-0.17092929422094622,114,0
lift,contextual,en,sexual_slot_en_v2:explicitness,EleutherAI/pythia-2.8b>ContextualAI/archangel_sft-dpo_pythia2-8b,0.02654182926494039,115,0
lift,contextual,en,sexual_slot_en_v2:explicitness,EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,-0.03840734874897505,112,0
lift,contextual,en,sexual_slot_en_v2:explicitness,HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,-0.11233296300675671,110,0
lift,contextual,en,sexual_slot_en_v2:explicitness,HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,-0.0887990253484241,115,0
lift,contextual,en,sexual_slot_en_v2:explicitness,LLM360/Amber>LLM360/AmberSafe,-0.46152342727596274,109,0
lift,contextual,en,sexual_slot_en_v2:explicitness,OpenLLM-France/Lucie-7B>OpenLLM-France/Lucie-7B-Instruct-v1.1,-0.3000174754840597,106,0
lift,contextual,en,sexual_slot_en_v2:explicitness,Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,-0.02059044878272823,108,0
lift,contextual,en,sexual_slot_en_v2:explicitness,Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,-0.05679258923260718,115,0
lift,contextual,en,sexual_slot_en_v2:explicitness,Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,-0.28019171938448334,110,0
lift,contextual,en,sexual_slot_en_v2:explicitness,RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,0.02615124643525231,113,0
lift,contextual,en,sexual_slot_en_v2:explicitness,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,-0.004275561969318085,113,0
lift,contextual,en,sexual_slot_en_v2:explicitness,Zyphra/Zamba2-7B>Zyphra/Zamba2-7B-Instruct,0.006068231869909183,117,0
lift,contextual,en,sexual_slot_en_v2:explicitness,allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,-0.20631381980777394,113,0
lift,contextual,en,sexual_slot_en_v2:explicitness,allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,-0.2911233428758021,120,0
lift,contextual,en,sexual_slot_en_v2:explicitness,allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Instruct,-0.2063585920558859,110,0
lift,contextual,en,sexual_slot_en_v2:explicitness,allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,0.04569956099658714,111,0
lift,contextual,en,sexual_slot_en_v2:explicitness,allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,-0.11728745072038177,112,0
lift,contextual,en,sexual_slot_en_v2:explicitness,baichuan-inc/Baichuan2-7B-Base>baichuan-inc/Baichuan2-7B-Chat,-0.06606519248822551,115,0
lift,contextual,en,sexual_slot_en_v2:explicitness,bigscience/bloom-7b1>bigscience/bloomz-7b1,-0.20965264696221242,114,0
lift,contextual,en,sexual_slot_en_v2:explicitness,croissantllm/CroissantLLMBase>croissantllm/CroissantLLMChat-v0.1,0.009515897456616691,110,0
lift,contextual,en,sexual_slot_en_v2:explicitness,deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,-0.02193142057586406,116,0
lift,contextual,en,sexual_slot_en_v2:explicitness,gl198976/mpt-7b>gl198976/mpt-7b-instruct,0.06526285313183638,114,0
lift,contextual,en,sexual_slot_en_v2:explicitness,google/gemma-2-9b>google/gemma-2-9b-it,-0.29133502059547006,116,0
lift,contextual,en,sexual_slot_en_v2:explicitness,google/recurrentgemma-9b>google/recurrentgemma-9b-it,-0.01579421693741765,112,0
lift,contextual,en,sexual_slot_en_v2:explicitness,huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,-0.05055371638263375,111,0
lift,contextual,en,sexual_slot_en_v2:explicitness,ibm-granite/granite-3.0-8b-base>ibm-granite/granite-3.0-8b-instruct,-0.1549843499691133,115,0
lift,contextual,en,sexual_slot_en_v2:explicitness,inceptionai/jais-family-6p7b>inceptionai/jais-family-6p7b-chat,-0.33220196944735914,110,0
